fname,label
24cb1e29.wav,Cello
24eacf14.wav,Acoustic_guitar
24ed5a72.wav,Flute
2503aaa1.wav,Hi-hat
252227f9.wav,Double_bass
253b91fe.wav,Flute
255db1a8.wav,Violin_or_fiddle
258777c8.wav,Flute
25a3f8ba.wav,Snare_drum
25a82ad1.wav,Saxophone
25ad6ed7.wav,Acoustic_guitar
25cc1f6a.wav,Cello
25eef09a.wav,Saxophone
25f26095.wav,Saxophone
260da1b4.wav,Acoustic_guitar
2620d32b.wav,Violin_or_fiddle
264301a3.wav,Saxophone
2648b632.wav,Double_bass
2655d941.wav,Violin_or_fiddle
2658f202.wav,Flute
2659c14c.wav,Saxophone
267bda40.wav,Acoustic_guitar
26928361.wav,Cello
26c723f2.wav,Acoustic_guitar
26fce215.wav,Violin_or_fiddle
27048e94.wav,Flute
271f6198.wav,Saxophone
273695bd.wav,Flute
275b9330.wav,Clarinet
276ee568.wav,Hi-hat
2777b9fa.wav,Flute
27869ba5.wav,Snare_drum
279ca8cf.wav,Flute
27a4d0ed.wav,Cello
27c53672.wav,Hi-hat
27ce7acc.wav,Flute
27e6d2ac.wav,Violin_or_fiddle
27fbb25c.wav,Snare_drum
27ff9eea.wav,Clarinet
280b5439.wav,Double_bass
284a6757.wav,Violin_or_fiddle
286580a3.wav,Double_bass
287259da.wav,Clarinet
28877d48.wav,Acoustic_guitar
288d0dff.wav,Hi-hat
289250ae.wav,Hi-hat
289cc6a8.wav,Saxophone
28e0f162.wav,Double_bass
28f5dfd6.wav,Double_bass
290976f9.wav,Flute
291277ae.wav,Violin_or_fiddle
29170890.wav,Violin_or_fiddle
2933a5dc.wav,Hi-hat
2939852d.wav,Clarinet
29441746.wav,Saxophone
2979f92a.wav,Clarinet
29ea2c57.wav,Cello
29ff7d7b.wav,Double_bass
2a3087ed.wav,Flute
2a4aa95d.wav,Hi-hat
2a4d4883.wav,Flute
2a55208f.wav,Cello
2aac13ec.wav,Cello
2ac8b94f.wav,Double_bass
2ae249e8.wav,Cello
2af48f93.wav,Flute
2af5172d.wav,Double_bass
2af5749f.wav,Cello
2b1ed909.wav,Flute
2b315768.wav,Cello
2b74a334.wav,Bass_drum
2bc84744.wav,Saxophone
2bd764ef.wav,Acoustic_guitar
2c4735d7.wav,Snare_drum
2c5448df.wav,Clarinet
2c8e1436.wav,Flute
2c98dea1.wav,Violin_or_fiddle
2cc8683d.wav,Violin_or_fiddle
2cdffbef.wav,Acoustic_guitar
2cea0b5c.wav,Acoustic_guitar
2d1d4fab.wav,Snare_drum
2d3e9e2a.wav,Hi-hat
2d6570ce.wav,Saxophone
2d871232.wav,Cello
2da9e12a.wav,Cello
2de7d3df.wav,Double_bass
2e0af9de.wav,Cello
2e1cd085.wav,Clarinet
2e270b74.wav,Saxophone
2e2f1a7e.wav,Double_bass
2e8579ad.wav,Violin_or_fiddle
2e8d6e34.wav,Violin_or_fiddle
2e992414.wav,Acoustic_guitar
2ea318e7.wav,Violin_or_fiddle
2ea5702d.wav,Saxophone
2eb83a0b.wav,Cello
2ee0f61c.wav,Acoustic_guitar
2f2429ad.wav,Acoustic_guitar
2f2d2e7f.wav,Violin_or_fiddle
2f3515c2.wav,Clarinet
2f4d09b2.wav,Saxophone
2f50de25.wav,Bass_drum
2f5fe8ea.wav,Hi-hat
2f6c4dec.wav,Cello
2f84b9ec.wav,Clarinet
2f9c5f62.wav,Saxophone
2fc00271.wav,Clarinet
2fe59aa8.wav,Violin_or_fiddle
30114da8.wav,Hi-hat
306f9e3f.wav,Saxophone
3071420d.wav,Acoustic_guitar
3078e97f.wav,Clarinet
30c4e08b.wav,Cello
30e5f399.wav,Cello
31553d36.wav,Saxophone
315dc79f.wav,Violin_or_fiddle
317206d4.wav,Flute
31886d2a.wav,Cello
318a5116.wav,Acoustic_guitar
319c6220.wav,Acoustic_guitar
31a32dc6.wav,Double_bass
31b0b176.wav,Saxophone
31db8c5e.wav,Snare_drum
31dbc5c0.wav,Cello
3203fedb.wav,Snare_drum
320f812b.wav,Flute
3217ac10.wav,Cello
3219fa26.wav,Saxophone
3251bac1.wav,Saxophone
325ae37c.wav,Bass_drum
327111f1.wav,Saxophone
3272e576.wav,Saxophone
327a2509.wav,Cello
3289db4d.wav,Acoustic_guitar
32bd34b5.wav,Violin_or_fiddle
32c5c6bd.wav,Acoustic_guitar
32dee61b.wav,Acoustic_guitar
3300aae9.wav,Double_bass
33298bf9.wav,Hi-hat
332d14da.wav,Saxophone
336a39a7.wav,Flute
33ae49c1.wav,Double_bass
33c062e8.wav,Bass_drum
33d24d85.wav,Snare_drum
33d7ebe0.wav,Clarinet
33f7555a.wav,Clarinet
34262b83.wav,Acoustic_guitar
34337cf1.wav,Snare_drum
3444f2be.wav,Saxophone
34672f76.wav,Snare_drum
34747922.wav,Acoustic_guitar
34783839.wav,Flute
34a90030.wav,Hi-hat
34c01286.wav,Saxophone
34d0a285.wav,Acoustic_guitar
34dacafb.wav,Cello
34dd9426.wav,Acoustic_guitar
34e04b95.wav,Double_bass
34e4d187.wav,Cello
35039ae1.wav,Acoustic_guitar
3505e582.wav,Clarinet
3518605b.wav,Clarinet
3564bae2.wav,Double_bass
35717b0f.wav,Cello
3586bc2d.wav,Violin_or_fiddle
3592e056.wav,Violin_or_fiddle
35ad5cd8.wav,Bass_drum
35d75ab7.wav,Acoustic_guitar
35e97db3.wav,Flute
36177faa.wav,Bass_drum
3618cb03.wav,Acoustic_guitar
3649d60c.wav,Clarinet
3662e614.wav,Saxophone
367ad7b1.wav,Acoustic_guitar
368b7628.wav,Snare_drum
368d4b71.wav,Snare_drum
369164fe.wav,Hi-hat
36b9767a.wav,Cello
36bdf504.wav,Acoustic_guitar
36d20ab5.wav,Saxophone
36defe49.wav,Clarinet
36e38450.wav,Bass_drum
36f96922.wav,Bass_drum
3707da71.wav,Flute
37319862.wav,Cello
373f60bf.wav,Double_bass
376dab91.wav,Snare_drum
37cebbd4.wav,Saxophone
37d0eec4.wav,Cello
37d26e27.wav,Saxophone
37ddee5e.wav,Bass_drum
37e13c23.wav,Bass_drum
37eb63b4.wav,Snare_drum
38042954.wav,Clarinet
38216fad.wav,Acoustic_guitar
3846f2fa.wav,Double_bass
385c2814.wav,Double_bass
385e9493.wav,Double_bass
38e16501.wav,Snare_drum
38f3f2c6.wav,Acoustic_guitar
39000328.wav,Violin_or_fiddle
392c6f03.wav,Bass_drum
3953b6e1.wav,Cello
39618d1a.wav,Clarinet
396a1d62.wav,Saxophone
39977cdf.wav,Clarinet
39a63f30.wav,Violin_or_fiddle
39f86ded.wav,Cello
39fca828.wav,Cello
39ff9b6b.wav,Hi-hat
3a0471fd.wav,Acoustic_guitar
3a151637.wav,Flute
3a151889.wav,Double_bass
3a3d0279.wav,Hi-hat
3a460182.wav,Double_bass
3a49f221.wav,Snare_drum
3a6d46a7.wav,Cello
3a77d7c4.wav,Saxophone
3a80061f.wav,Saxophone
3a9085ca.wav,Bass_drum
3aafb6ad.wav,Hi-hat
3ac277ba.wav,Snare_drum
3ac4653e.wav,Hi-hat
3ad40d01.wav,Hi-hat
3ae76b24.wav,Double_bass
3af3565c.wav,Acoustic_guitar
3b0b9d26.wav,Clarinet
3b0d3e23.wav,Cello
3b3fbb8b.wav,Clarinet
3b60c423.wav,Clarinet
3b6b430a.wav,Saxophone
3b842547.wav,Clarinet
3bbe245d.wav,Double_bass
3bd52441.wav,Flute
3bf2a899.wav,Flute
3bfb1c63.wav,Double_bass
3c24b853.wav,Clarinet
3c462bc9.wav,Hi-hat
3c5bfea2.wav,Acoustic_guitar
3c66098d.wav,Clarinet
3c694bfc.wav,Snare_drum
3c713bcf.wav,Clarinet
3c82d509.wav,Double_bass
3c8323d0.wav,Clarinet
3c8dc12d.wav,Clarinet
3c966bb8.wav,Cello
3c9abefe.wav,Double_bass
3c9cc3d1.wav,Saxophone
3cbe9902.wav,Clarinet
3cc6911c.wav,Bass_drum
3d2fd74b.wav,Hi-hat
3d3439f1.wav,Hi-hat
3d94c79e.wav,Flute
3dbb6542.wav,Double_bass
3dc30df9.wav,Cello
3dc717ea.wav,Hi-hat
3df53f0c.wav,Bass_drum
3e2bddda.wav,Cello
3e33282d.wav,Acoustic_guitar
3e410f2b.wav,Hi-hat
3eaddda8.wav,Flute
3ec68757.wav,Cello
3ed07532.wav,Flute
3edc4278.wav,Violin_or_fiddle
3ef05695.wav,Violin_or_fiddle
3f2933f9.wav,Violin_or_fiddle
3f309887.wav,Saxophone
3f7b7686.wav,Snare_drum
3f7e6da8.wav,Clarinet
3f8d2bee.wav,Flute
3f9eaa47.wav,Bass_drum
3fd93883.wav,Cello
3ff0d94e.wav,Acoustic_guitar
404c1e72.wav,Acoustic_guitar
40772f25.wav,Hi-hat
40a40896.wav,Saxophone
40a5bbad.wav,Saxophone
40c2cec1.wav,Cello
41588cd6.wav,Acoustic_guitar
41897c32.wav,Hi-hat
418cb760.wav,Acoustic_guitar
41d9c342.wav,Cello
420b6ee8.wav,Double_bass
420d9b56.wav,Acoustic_guitar
423210f5.wav,Saxophone
4245ef44.wav,Hi-hat
42470db4.wav,Hi-hat
42c2f288.wav,Flute
42e248e4.wav,Cello
43433aad.wav,Flute
4345851e.wav,Saxophone
436afb11.wav,Hi-hat
43780215.wav,Clarinet
437ccea5.wav,Bass_drum
43a920c9.wav,Acoustic_guitar
43c5b733.wav,Double_bass
43fc0633.wav,Saxophone
4428ce4f.wav,Violin_or_fiddle
444f9db5.wav,Double_bass
44645349.wav,Bass_drum
44ae3104.wav,Flute
44c5094c.wav,Clarinet
44d68d6e.wav,Violin_or_fiddle
44f9acf9.wav,Bass_drum
44fb3eeb.wav,Acoustic_guitar
45175cc0.wav,Acoustic_guitar
45243c3d.wav,Clarinet
45250e90.wav,Acoustic_guitar
4546e002.wav,Acoustic_guitar
458b1992.wav,Cello
45c077da.wav,Double_bass
45ce1b24.wav,Hi-hat
45d405ca.wav,Clarinet
45da8553.wav,Hi-hat
45de3233.wav,Clarinet
45e241c1.wav,Cello
45e5a952.wav,Flute
45e63fdd.wav,Saxophone
45e6e129.wav,Acoustic_guitar
461558c3.wav,Double_bass
462b676f.wav,Double_bass
4636fd73.wav,Clarinet
46657625.wav,Flute
467953c6.wav,Double_bass
468f9c4c.wav,Hi-hat
46a95319.wav,Acoustic_guitar
46b52f97.wav,Snare_drum
46b66e03.wav,Bass_drum
46c0a7cd.wav,Bass_drum
46d7d98d.wav,Violin_or_fiddle
46e13bac.wav,Hi-hat
4715ec32.wav,Hi-hat
472e6644.wav,Flute
472e7697.wav,Saxophone
47395931.wav,Hi-hat
4792b15e.wav,Saxophone
47aa029c.wav,Cello
47cb5f8d.wav,Saxophone
47d197c5.wav,Violin_or_fiddle
48158131.wav,Cello
4823209e.wav,Violin_or_fiddle
483a1ab2.wav,Saxophone
4847fb9b.wav,Saxophone
48553cdd.wav,Violin_or_fiddle
4883c7c3.wav,Violin_or_fiddle
488b04c9.wav,Violin_or_fiddle
488b452c.wav,Snare_drum
4891b110.wav,Flute
4899ecfa.wav,Snare_drum
48a75b1f.wav,Violin_or_fiddle
48ba4a7a.wav,Clarinet
48ffd19b.wav,Cello
49223304.wav,Double_bass
493c247b.wav,Hi-hat
4957c12d.wav,Acoustic_guitar
49702d75.wav,Acoustic_guitar
497e8e00.wav,Violin_or_fiddle
49aa806c.wav,Violin_or_fiddle
49b3f727.wav,Hi-hat
49bb77a5.wav,Cello
49e3587e.wav,Acoustic_guitar
49ee90a9.wav,Double_bass
49fabd19.wav,Acoustic_guitar
4a077cd0.wav,Cello
4a0a261e.wav,Acoustic_guitar
4a0b87bc.wav,Flute
4a28e65a.wav,Cello
4a472bbb.wav,Flute
4a90ebd4.wav,Clarinet
4aa97c8e.wav,Acoustic_guitar
4ab3eb69.wav,Cello
4afa2149.wav,Saxophone
4afc5a71.wav,Double_bass
4b090c94.wav,Double_bass
4b0d5239.wav,Clarinet
4b3ee579.wav,Flute
4b4f97bb.wav,Clarinet
4ba0c404.wav,Saxophone
4ba221e4.wav,Clarinet
4ba2b70e.wav,Bass_drum
4baddba4.wav,Cello
4bb00403.wav,Saxophone
4bbc250e.wav,Flute
4bcc8a77.wav,Flute
4bd0dcc1.wav,Acoustic_guitar
4bd7faba.wav,Double_bass
4bff8f32.wav,Cello
4c0c385f.wav,Double_bass
4c1e5a37.wav,Acoustic_guitar
4c21f44b.wav,Saxophone
4c462064.wav,Clarinet
4c4d4797.wav,Snare_drum
4c789a19.wav,Double_bass
4c8cd1c8.wav,Clarinet
4cb7c775.wav,Clarinet
4cbba37a.wav,Double_bass
4cd4e0ca.wav,Clarinet
4ce14aa2.wav,Double_bass
4cee46a4.wav,Double_bass
4cf82cd1.wav,Double_bass
4cfcad44.wav,Flute
4d2c6692.wav,Clarinet
4d487056.wav,Saxophone
4d55013e.wav,Acoustic_guitar
4d68f059.wav,Cello
4da6a5e7.wav,Violin_or_fiddle
4da6ae4b.wav,Flute
4ddb034f.wav,Acoustic_guitar
4e02950c.wav,Cello
4e2fcd3b.wav,Clarinet
4e383c90.wav,Bass_drum
4e5c2133.wav,Hi-hat
4e74d920.wav,Snare_drum
4e82d86d.wav,Clarinet
4ebe9797.wav,Clarinet
4f02375d.wav,Double_bass
4f5924a7.wav,Hi-hat
4f5e27a8.wav,Saxophone
4f844b16.wav,Bass_drum
4f99f874.wav,Violin_or_fiddle
4fb480bf.wav,Double_bass
4fc6d14d.wav,Clarinet
4fd883bb.wav,Double_bass
4fe5c745.wav,Acoustic_guitar
50138e49.wav,Acoustic_guitar
50495a4e.wav,Hi-hat
508e8e56.wav,Cello
50a01a4f.wav,Flute
510193fb.wav,Saxophone
5116f9b0.wav,Cello
512661dc.wav,Bass_drum
512b0a33.wav,Double_bass
51402418.wav,Double_bass
515a7743.wav,Cello
51b14c9d.wav,Violin_or_fiddle
51c4cd41.wav,Flute
51d28a24.wav,Acoustic_guitar
51f9a488.wav,Cello
5206fbc7.wav,Acoustic_guitar
52300f9b.wav,Hi-hat
52719891.wav,Clarinet
52834f79.wav,Acoustic_guitar
52860d22.wav,Violin_or_fiddle
5287b30b.wav,Clarinet
52b0d05c.wav,Violin_or_fiddle
52ba1c68.wav,Hi-hat
52e54bdd.wav,Bass_drum
53157a1b.wav,Cello
5343fd1e.wav,Snare_drum
5388d14d.wav,Saxophone
5398dcd3.wav,Violin_or_fiddle
5399cdfb.wav,Flute
53b70883.wav,Hi-hat
53c99b1f.wav,Cello
53d1ed2b.wav,Cello
53da29c9.wav,Hi-hat
544f3b23.wav,Acoustic_guitar
54777c28.wav,Acoustic_guitar
54864b6d.wav,Flute
54ac3fe7.wav,Violin_or_fiddle
54bb57af.wav,Cello
54c20e0a.wav,Double_bass
54cfff7e.wav,Bass_drum
54f86efe.wav,Hi-hat
5506629f.wav,Clarinet
5531a5e1.wav,Bass_drum
5543631a.wav,Saxophone
557040c2.wav,Snare_drum
55822aae.wav,Acoustic_guitar
558a13e0.wav,Clarinet
55a23759.wav,Saxophone
55b2828b.wav,Acoustic_guitar
55b7d572.wav,Double_bass
55d52a69.wav,Flute
5604d72a.wav,Clarinet
560977ac.wav,Saxophone
56238daa.wav,Double_bass
562d93f5.wav,Flute
562fed68.wav,Double_bass
563f830b.wav,Bass_drum
5655bcc9.wav,Bass_drum
565f3ee2.wav,Bass_drum
5689818f.wav,Cello
56b18d22.wav,Bass_drum
56c1363d.wav,Hi-hat
56c736b2.wav,Snare_drum
56e79c6f.wav,Violin_or_fiddle
570742db.wav,Cello
57307037.wav,Hi-hat
576dc3f8.wav,Clarinet
57789a2d.wav,Saxophone
578874df.wav,Acoustic_guitar
57aa8a3b.wav,Flute
57de0162.wav,Bass_drum
57f97997.wav,Saxophone
581a785f.wav,Acoustic_guitar
585c9c8c.wav,Acoustic_guitar
586d03f8.wav,Saxophone
58724448.wav,Saxophone
58d59768.wav,Saxophone
58ea1595.wav,Acoustic_guitar
58f8c3db.wav,Clarinet
58fec070.wav,Violin_or_fiddle
58ffa1af.wav,Double_bass
591cf4c2.wav,Saxophone
595c191d.wav,Double_bass
59a59541.wav,Saxophone
59ee6ca1.wav,Cello
5a0db4b1.wav,Cello
5a1aa685.wav,Cello
5a55b3dd.wav,Clarinet
5a60144f.wav,Saxophone
5a92008e.wav,Clarinet
5abdead3.wav,Saxophone
5ad06e75.wav,Saxophone
5afe0b38.wav,Snare_drum
5b01d7c2.wav,Saxophone
5b05a989.wav,Acoustic_guitar
5b0f3bc6.wav,Snare_drum
5b3300e6.wav,Double_bass
5b40b38c.wav,Acoustic_guitar
5b9a8b5f.wav,Acoustic_guitar
5bad1306.wav,Violin_or_fiddle
5bdb30ae.wav,Clarinet
5c1932e9.wav,Flute
5c1bd24c.wav,Violin_or_fiddle
5c238ad9.wav,Flute
5c3371c4.wav,Cello
5c356407.wav,Acoustic_guitar
5c5dfa2e.wav,Snare_drum
5c634a3f.wav,Flute
5c981f32.wav,Flute
5ce35515.wav,Bass_drum
5ce40b1b.wav,Snare_drum
5cfa0135.wav,Flute
5d025bc2.wav,Flute
5d040c3b.wav,Flute
5d108bb1.wav,Bass_drum
5d10b35b.wav,Saxophone
5d43f0e7.wav,Cello
5d4f8187.wav,Saxophone
5d5c4b15.wav,Hi-hat
5d5ea0ea.wav,Clarinet
5d73ee6f.wav,Flute
5d79776e.wav,Acoustic_guitar
5d826a12.wav,Flute
5d902b1c.wav,Bass_drum
5dbd6915.wav,Violin_or_fiddle
